"ID","age_y","SP_grezzo","RS_grezzo","CS_grezzo","MR_grezzo","RR_grezzo","QS_grezzo","MO_grezzo","RP_grezzo","MP_grezzo","SM_grezzo","PG_grezzo","CL_grezzo","SS_grezzo","CR_grezzo","DM_grezzo"
357,9.66666666666667,33,12,6,14,5,3,24,6,17,19,13,65,52,14,3
358,9.66666666666667,21,15,8,13,11,16,24,8,13,19,8,65,61,12,7
359,9.75,15,10,7,13,6,7,10,3,9,13,8,50,60,12,5
360,9.75,15,8,11,13,6,9,20,5,10,16,8,59,50,7,5
361,9.75,13,10,9,14,6,12,15,3,12,14,13,26,29,13,3
362,9.75,22,16,7,8,7,3,13,12,10,19,9,38,33,15,4
363,9.75,18,11,8,10,9,9,13,7,16,22,8,71,58,9,4
364,9.75,21,10,13,15,3,8,20,10,15,24,10,63,56,20,5
365,9.75,15,12,5,10,7,6,14,8,14,23,8,61,27,16,5
366,9.83333333333333,14,13,9,13,13,9,23,9,10,26,15,75,56,28,5
367,9.83333333333333,20,16,18,10,9,9,22,9,14,19,9,45,63,19,5
368,9.83333333333333,18,19,13,11,7,14,20,10,11,21,12,49,31,9,4
369,9.83333333333333,21,20,9,14,8,14,9,10,13,19,4,58,67,23,4
370,9.83333333333333,21,6,11,16,11,12,14,9,8,11,5,55,27,20,1
371,9.83333333333333,14,6,6,16,16,15,15,4,6,22,12,35,21,14,4
372,9.83333333333333,23,10,6,14,12,12,13,12,8,8,6,29,41,9,4
373,9.83333333333333,17,9,10,17,12,11,14,7,9,15,7,82,78,14,4
374,9.83333333333333,6,3,2,3,3,3,5,5,7,5,4,44,46,2,2
375,9.83333333333333,13,9,5,7,4,8,16,8,7,13,3,38,32,17,6
376,9.83333333333333,9,11,7,12,9,18,9,6,10,18,7,43,54,23,4
377,9.83333333333333,18,11,6,13,16,11,12,2,10,8,8,63,59,12,4
378,9.91666666666667,27,20,12,18,17,15,21,9,8,20,12,53,60,17,5
379,9.91666666666667,20,15,9,14,11,7,17,8,9,15,7,33,26,15,5
380,9.91666666666667,24,14,12,16,15,16,18,9,13,24,10,39,30,26,2
381,9.91666666666667,26,14,10,17,9,9,18,12,12,22,13,54,70,22,5
382,9.91666666666667,15,11,7,11,11,13,13,9,9,13,4,49,40,6,4
383,9.91666666666667,10,10,5,11,6,5,23,12,11,11,4,42,41,11,5
384,9.91666666666667,17,10,9,8,9,8,19,6,12,19,4,52,63,13,3
385,9.91666666666667,12,10,11,9,7,6,8,6,8,3,8,55,37,8,5
386,9.91666666666667,15,7,6,3,13,7,10,6,5,14,5,43,30,9,1
387,9.91666666666667,20,8,9,10,10,9,13,8,11,11,4,56,67,11,7
388,9.91666666666667,20,10,7,9,9,9,16,9,12,18,4,60,58,14,4
389,9.91666666666667,9,13,10,5,14,9,16,11,12,14,8,53,63,12,5
390,9.91666666666667,10,4,3,9,8,9,3,10,5,12,8,28,50,2,2
391,10,9,14,7,4,7,4,11,8,11,19,2,34,44,13,6
392,10,20,16,6,6,14,15,19,10,11,23,6,73,49,17,3
393,10,18,10,4,14,6,6,13,4,6,13,11,28,32,17,2
394,10,15,14,10,14,12,8,13,12,10,13,8,50,39,14,5
395,10,30,17,10,20,14,16,21,11,13,21,6,71,77,22,7
396,10,27,12,10,11,10,11,11,6,5,15,10,66,49,13,5
397,10,13,16,11,16,7,11,11,7,14,16,7,64,64,14,5
398,10,23,16,6,16,13,9,19,11,13,12,10,70,49,17,3
399,10,23,14,10,10,8,11,22,8,9,20,5,38,46,18,6
400,10.0833333333333,12,5,5,12,12,10,14,8,6,9,12,43,49,9,7
401,10.0833333333333,20,5,4,7,3,2,6,4,11,10,8,42,57,9,4
402,10.0833333333333,19,5,7,8,11,15,12,8,9,10,3,78,65,14,2
403,10.0833333333333,27,9,11,15,9,12,15,11,16,22,12,54,80,10,7
404,10.0833333333333,25,19,14,21,12,17,18,9,15,24,13,71,57,16,5
405,10.0833333333333,28,15,8,12,18,8,28,11,16,28,14,79,72,22,8
406,10.0833333333333,21,13,8,10,11,4,22,12,15,18,15,69,45,16,7
407,10.0833333333333,18,10,11,14,12,17,7,6,14,17,9,29,42,14,5
408,10.0833333333333,13,10,4,11,4,4,12,11,8,15,6,69,49,4,2
409,10.0833333333333,15,10,13,13,9,9,7,2,8,16,12,47,54,15,5
410,10.0833333333333,7,8,2,9,4,8,5,4,7,3,5,13,24,8,3
411,10.0833333333333,8,12,10,14,9,10,18,9,9,16,5,44,27,9,4
412,10.0833333333333,16,8,14,10,11,7,19,8,13,18,4,71,51,12,4
413,10.0833333333333,12,11,8,12,7,10,21,6,10,15,9,39,40,13,1
414,10.1666666666667,26,16,10,13,9,12,9,6,15,16,10,68,60,14,5
415,10.1666666666667,19,8,5,11,4,6,15,9,10,9,6,43,58,16,2
416,10.1666666666667,20,15,13,12,12,14,21,11,8,9,10,65,46,23,6
417,10.1666666666667,18,14,13,14,15,12,23,13,16,15,6,57,63,19,3
418,10.1666666666667,23,15,11,18,13,12,10,2,7,17,7,35,75,20,7
419,10.1666666666667,18,10,9,17,15,11,23,10,12,22,12,80,81,17,6
420,10.1666666666667,24,11,7,16,13,14,20,9,10,25,11,64,59,15,7
421,10.1666666666667,6,5,3,5,6,6,8,5,8,7,1,11,15,11,1
422,10.1666666666667,19,14,8,6,8,11,21,6,14,24,9,66,57,10,7
423,10.25,22,17,13,15,17,19,23,15,13,25,7,67,65,21,6
424,10.25,23,15,8,17,11,13,17,8,12,23,8,77,71,13,6
425,10.25,24,17,11,16,13,19,25,14,12,22,11,79,79,14,5
426,10.25,15,16,3,15,13,15,22,9,16,23,6,55,49,10,4
427,10.25,13,9,8,10,10,10,7,8,8,9,1,60,43,14,2
428,10.25,32,13,6,20,11,17,28,14,15,24,14,79,72,13,6
429,10.25,12,15,14,9,17,18,24,16,14,23,7,70,60,15,4
430,10.3333333333333,18,9,4,14,10,14,15,4,12,10,2,31,46,16,3
431,10.3333333333333,23,16,3,11,13,14,19,12,10,21,9,71,86,20,2
432,10.3333333333333,17,14,10,11,14,9,22,7,8,22,11,30,36,14,8
433,10.3333333333333,30,13,11,13,15,13,21,13,14,10,8,58,76,14,4
434,10.3333333333333,20,13,14,4,12,8,14,8,10,13,8,56,46,4,6
435,10.3333333333333,14,8,11,10,8,6,18,8,5,9,6,32,36,8,4
436,10.3333333333333,18,12,11,11,11,13,20,13,11,12,6,60,82,7,7
437,10.3333333333333,12,11,8,8,12,7,21,10,5,16,6,42,45,16,1
438,10.3333333333333,19,7,7,11,5,9,13,5,7,14,5,32,45,11,3
439,10.4166666666667,24,12,12,11,3,9,16,12,11,24,3,71,89,14,6
440,10.4166666666667,22,7,8,14,9,12,18,13,15,19,7,74,71,14,3
441,10.4166666666667,17,10,8,12,12,14,19,7,12,21,11,59,74,15,6
442,10.4166666666667,21,13,7,7,10,5,21,13,15,16,12,71,73,17,7
443,10.5,25,15,12,16,12,12,15,10,11,22,12,45,68,18,4
444,10.5,8,9,9,9,11,10,11,4,9,14,8,45,59,16,5
445,10.5,12,5,7,15,7,9,10,4,8,14,7,35,41,18,3
446,10.5,23,13,14,9,7,7,13,9,11,14,7,61,55,15,6
447,10.5,17,13,8,12,12,17,12,9,6,11,9,76,60,6,5
448,10.5,19,10,5,14,11,7,17,10,9,9,2,36,51,12,6
449,10.5,16,11,2,4,9,12,14,6,8,22,11,49,59,15,4
450,10.5,18,8,10,6,9,7,12,7,4,20,11,34,42,8,1
451,10.5,18,11,6,12,12,13,16,6,13,18,5,60,83,15,6
452,10.5,30,21,17,15,7,14,17,15,11,17,11,68,55,25,7
453,10.5,19,13,10,9,13,7,13,11,17,25,13,54,50,13,3
454,10.5,16,11,4,6,3,9,5,5,9,8,0,30,39,6,2
455,10.5,5,5,2,10,5,3,8,4,8,12,3,17,20,13,1
456,10.5833333333333,16,5,8,5,7,14,16,7,6,19,9,57,33,11,3
457,10.5833333333333,13,8,12,17,12,20,18,9,13,22,10,58,71,10,3
458,10.5833333333333,24,14,11,14,12,14,17,9,18,18,11,59,80,23,5
459,10.5833333333333,13,5,7,8,6,3,9,5,7,11,6,48,70,14,3
460,10.5833333333333,11,13,10,11,11,5,16,6,5,14,8,58,45,10,5
461,10.6666666666667,21,18,16,15,17,15,20,16,14,31,10,74,82,14,5
462,10.6666666666667,20,7,9,10,13,16,20,12,12,17,10,49,35,11,5
463,10.6666666666667,16,10,5,12,11,6,13,11,7,14,6,32,51,12,1
464,10.6666666666667,4,9,6,8,10,9,13,5,9,17,4,32,25,9,3
465,10.6666666666667,21,16,13,13,11,16,17,9,15,24,15,53,64,26,7
466,10.6666666666667,20,10,5,15,13,16,17,9,11,25,8,74,50,13,5
467,10.6666666666667,12,15,9,11,14,12,17,15,15,23,4,54,46,19,6
468,10.6666666666667,23,12,9,13,14,18,21,7,11,23,10,56,57,20,5
469,10.6666666666667,19,3,6,11,14,9,19,2,8,15,10,54,43,12,2
470,10.6666666666667,17,15,10,16,14,12,18,9,12,20,9,54,43,16,7
471,10.75,18,15,6,16,13,6,20,11,13,17,11,70,71,22,8
472,10.75,18,18,13,19,10,13,17,13,14,21,12,55,58,12,6
473,10.75,22,8,13,15,8,6,13,7,8,18,10,41,45,21,2
474,10.75,18,15,13,16,12,2,8,9,9,13,10,45,57,16,5
475,10.75,17,9,5,13,5,7,11,7,14,8,7,28,27,12,5
476,10.75,16,16,10,20,16,19,19,10,10,28,9,57,74,11,5
477,10.75,12,10,9,10,8,12,22,8,11,25,5,59,50,22,3
478,10.75,22,18,12,18,14,16,25,17,13,32,12,50,55,20,8
479,10.75,15,5,4,3,2,8,8,5,5,10,10,37,32,12,3
480,10.75,23,9,8,10,10,9,17,9,8,17,6,59,59,5,3
481,10.8333333333333,14,13,8,12,11,10,10,5,11,17,9,51,38,11,4
482,10.8333333333333,10,15,4,11,13,15,17,12,11,17,8,61,46,8,2
483,10.8333333333333,16,6,9,11,10,12,16,6,13,22,8,49,75,15,4
484,10.8333333333333,22,15,8,11,8,15,12,12,7,21,12,76,35,15,6
485,10.8333333333333,23,18,9,17,12,8,17,11,8,17,10,43,25,16,5
486,10.8333333333333,13,10,8,13,11,8,22,11,12,11,6,60,29,9,5
487,10.8333333333333,21,19,16,14,14,15,14,9,15,21,13,52,56,10,5
488,10.9166666666667,12,3,4,11,12,11,18,3,9,21,2,64,49,13,4
489,10.9166666666667,29,18,20,15,14,18,22,9,11,27,11,82,67,18,7
490,10.9166666666667,17,5,3,8,12,16,13,9,9,13,7,43,47,7,3
491,10.9166666666667,18,7,4,6,7,6,13,9,10,9,7,50,45,8,5
492,10.9166666666667,17,6,4,9,8,10,15,13,7,18,5,53,53,10,2
493,10.9166666666667,14,9,5,11,10,7,14,6,10,8,3,77,58,6,2
494,10.9166666666667,17,19,13,18,12,21,17,11,15,24,11,61,50,20,5
495,10.9166666666667,23,18,16,11,10,9,26,11,16,20,6,31,54,20,4
496,10.9166666666667,17,6,9,8,7,9,11,7,7,22,3,10,18,8,1
497,10.9166666666667,16,9,7,15,4,13,24,14,15,15,6,58,47,7,0
498,10.9166666666667,22,17,12,13,7,13,10,5,8,15,8,60,28,15,2
499,11,25,13,7,17,13,12,12,6,13,26,11,57,62,11,4
500,11,14,15,6,15,15,10,14,8,7,23,2,47,75,17,7
501,11,15,19,16,18,16,15,22,5,13,25,11,70,67,16,5
502,11,21,11,14,19,13,14,20,12,7,26,13,44,39,18,7
503,11,10,17,10,15,9,13,27,13,12,12,5,62,57,12,5
504,11,31,17,16,15,17,18,17,11,9,19,14,64,80,15,5
505,11,20,16,10,11,8,8,21,11,11,22,11,60,68,7,6
506,11,23,16,10,16,14,13,26,11,12,14,12,59,72,21,7
507,11,28,14,13,16,15,11,23,13,13,18,4,59,83,25,6
508,11.0833333333333,20,18,15,16,10,12,23,16,13,20,12,63,47,22,5
509,11.0833333333333,19,15,5,10,4,12,19,11,9,18,9,22,52,21,5
510,11.0833333333333,15,12,8,12,4,13,6,6,13,16,8,30,48,6,2
511,11.0833333333333,26,17,16,14,10,9,22,15,16,29,13,68,67,24,7
512,11.0833333333333,19,11,11,14,10,12,18,12,14,27,5,60,68,20,7
513,11.0833333333333,28,17,12,20,17,15,26,13,15,25,12,77,72,20,7
514,11.0833333333333,23,15,11,16,13,11,20,9,16,24,7,79,76,20,5
515,11.0833333333333,25,15,12,13,12,6,26,7,12,23,6,59,71,22,6
516,11.0833333333333,18,14,8,13,5,7,10,2,2,11,3,41,39,9,3
517,11.1666666666667,9,10,4,9,4,6,11,4,4,16,3,33,42,12,6
518,11.1666666666667,14,7,4,2,2,5,11,10,7,14,2,52,61,7,3
519,11.1666666666667,18,13,2,7,10,7,17,14,10,20,5,69,57,19,4
520,11.1666666666667,26,13,12,19,12,12,17,18,14,25,11,70,76,17,6
521,11.1666666666667,18,16,13,12,8,14,22,8,10,20,9,32,30,13,5
522,11.1666666666667,13,8,12,13,7,8,12,11,10,14,8,82,70,20,8
523,11.1666666666667,11,3,3,8,2,6,14,9,10,20,5,50,46,16,7
524,11.1666666666667,16,12,5,16,11,13,19,10,12,22,8,55,78,11,4
525,11.25,15,14,8,6,5,13,20,9,9,10,3,25,50,10,5
526,11.25,15,8,12,16,9,13,15,11,12,20,10,50,57,23,6
527,11.25,19,17,7,11,9,17,14,8,8,18,6,45,42,12,7
528,11.25,23,11,5,11,10,6,17,10,10,16,6,44,25,7,5
529,11.25,29,17,15,16,16,13,24,13,16,24,14,80,73,17,2
530,11.25,16,13,9,16,8,9,17,4,11,26,10,40,35,15,3
531,11.25,19,6,7,8,4,3,15,12,15,15,3,38,38,15,1
532,11.25,17,6,3,14,18,20,23,8,13,26,8,67,58,17,5
533,11.25,18,19,9,13,13,13,24,8,12,19,15,68,63,17,4
534,11.3333333333333,21,19,10,13,12,15,22,9,13,26,7,48,60,13,4
535,11.3333333333333,9,11,8,12,5,8,13,3,6,20,13,53,51,8,2
536,11.3333333333333,26,17,12,16,16,13,15,8,9,27,12,71,52,21,7
537,11.3333333333333,18,9,7,20,10,5,12,9,5,17,9,69,44,10,5
538,11.3333333333333,22,8,6,9,6,11,22,10,14,17,8,72,48,10,4
539,11.4166666666667,16,13,6,9,9,14,17,6,14,17,7,41,43,16,1
540,11.4166666666667,27,11,16,19,11,13,23,13,15,31,9,72,65,19,7
541,11.4166666666667,28,17,14,14,10,14,25,9,17,11,9,76,68,25,8
542,11.4166666666667,22,8,12,17,14,11,14,8,10,27,10,60,40,14,5
543,11.4166666666667,17,11,11,16,9,13,26,8,15,17,9,59,57,13,2
544,11.4166666666667,16,9,5,14,6,11,11,9,10,20,12,82,68,21,4
545,11.4166666666667,17,19,11,16,8,10,26,13,11,21,9,78,82,24,6
546,11.4166666666667,18,15,9,14,12,6,24,8,13,22,9,61,52,21,5
547,11.5,14,11,11,12,10,14,16,10,10,15,6,62,72,16,7
548,11.5,8,13,8,6,11,8,12,9,11,9,4,56,42,8,1
549,11.5,24,17,15,15,13,10,17,13,10,31,16,81,61,22,4
550,11.5,23,10,13,6,12,4,20,10,4,11,10,63,50,11,5
551,11.5,26,6,10,13,8,12,16,9,15,18,6,46,41,8,7
552,11.5,28,20,18,23,18,21,21,17,17,25,11,81,73,23,7
553,11.5,25,18,13,22,12,17,20,9,14,24,7,83,72,25,8
554,11.5,26,15,6,14,16,5,19,12,14,22,8,57,63,9,6
555,11.5,26,17,15,19,14,14,24,12,15,24,14,83,82,21,6
556,11.5,19,14,10,19,11,11,12,5,12,23,1,56,29,7,2
557,11.5,25,13,8,17,8,12,21,11,15,16,5,78,75,23,5
558,11.5,19,14,12,18,13,13,17,8,15,25,12,69,58,12,6
559,11.5,23,11,12,10,13,12,21,13,13,15,6,65,55,20,2
560,11.5,12,7,4,11,8,7,6,6,10,9,5,32,21,8,2
561,11.5833333333333,21,11,11,7,11,10,19,5,11,17,5,33,48,10,5
562,11.5833333333333,24,17,7,16,12,19,18,5,11,28,10,64,77,14,7
563,11.5833333333333,15,8,5,6,9,6,18,4,11,13,9,12,45,8,6
564,11.5833333333333,25,18,11,20,15,22,24,13,16,28,12,62,64,17,8
565,11.5833333333333,20,10,8,18,10,15,24,9,15,28,10,75,60,20,7
566,11.5833333333333,23,17,12,18,12,14,23,13,15,27,12,78,88,21,4
567,11.5833333333333,10,6,9,8,5,8,12,5,12,14,6,38,25,10,4
568,11.5833333333333,18,15,11,14,11,7,14,6,10,24,12,59,68,11,5
569,11.5833333333333,22,15,10,13,9,15,21,4,16,20,13,53,77,15,4
570,11.5833333333333,27,16,15,14,16,15,18,9,12,20,10,45,48,11,6
571,11.6666666666667,16,13,12,15,9,10,15,10,9,11,7,58,80,17,5
572,11.6666666666667,27,14,15,14,13,14,24,17,16,27,13,73,93,19,4
573,11.6666666666667,23,14,5,7,14,10,16,11,8,28,5,52,65,10,4
574,11.6666666666667,18,14,10,13,14,11,17,5,14,26,14,56,47,10,7
575,11.6666666666667,21,16,15,10,10,12,18,9,12,30,8,65,60,16,8
576,11.6666666666667,14,17,11,16,12,8,24,9,14,28,11,50,62,22,4
577,11.6666666666667,14,17,10,14,5,13,26,8,18,28,15,50,37,21,8
578,11.6666666666667,22,7,6,10,12,12,21,8,14,27,3,48,51,18,6
579,11.75,19,15,12,15,15,14,22,8,13,12,10,39,49,22,8
580,11.75,20,13,10,12,14,10,11,5,7,16,10,62,62,21,8
581,11.75,16,12,8,15,7,11,12,11,10,17,6,43,74,12,3
582,11.75,12,12,9,14,10,11,10,4,7,13,3,41,37,13,3
583,11.75,23,10,8,7,11,7,22,8,10,20,4,24,67,18,6
584,11.75,16,17,10,11,12,6,12,5,12,22,6,82,68,14,4
585,11.75,27,18,12,19,16,13,17,8,15,25,13,60,74,23,8
586,11.8333333333333,23,8,15,12,11,11,19,14,14,10,8,43,55,10,4
587,11.8333333333333,30,12,14,17,13,9,16,15,11,25,7,72,69,11,3
588,11.8333333333333,20,12,6,12,14,7,14,10,9,19,4,55,52,13,4
589,11.8333333333333,28,17,12,20,14,18,17,12,15,20,14,54,40,22,5
590,11.8333333333333,12,13,4,6,9,11,14,5,7,8,5,25,41,13,5
591,11.8333333333333,30,15,10,7,10,14,23,5,15,20,7,45,52,8,6
592,11.8333333333333,18,20,9,21,13,15,20,9,15,28,13,62,67,14,5
593,11.9166666666667,23,15,10,16,14,17,25,10,11,28,11,72,62,14,3
594,11.9166666666667,21,16,11,12,13,9,20,10,10,26,10,73,72,18,7
595,11.9166666666667,22,15,11,13,10,9,15,9,10,20,13,74,61,28,7
596,11.9166666666667,19,20,18,18,14,18,14,15,15,25,11,82,92,18,5
597,11.9166666666667,17,12,7,18,13,13,19,10,15,17,8,79,86,23,8
598,11.9166666666667,13,10,9,14,14,14,9,10,9,22,10,70,70,11,5
599,12,28,20,14,19,15,18,30,14,17,29,10,62,76,21,5
600,12,18,16,9,11,5,11,12,6,11,22,9,55,49,5,4
601,12,20,11,9,21,14,12,18,13,10,24,11,53,58,18,8
602,12,10,7,6,3,7,9,9,7,7,4,9,58,40,8,1
603,12,22,15,13,14,14,16,28,15,11,21,8,70,82,20,4
604,12,29,19,15,19,18,14,26,14,17,28,11,84,83,18,7
605,12.0833333333333,30,21,14,18,17,16,20,9,13,29,15,87,80,25,7
606,12.0833333333333,24,13,10,12,14,9,27,5,11,27,7,61,76,16,3
607,12.0833333333333,29,16,8,14,10,13,22,12,10,17,10,69,65,15,7
608,12.0833333333333,21,18,18,12,16,12,24,10,11,26,14,66,75,18,2
609,12.0833333333333,26,13,15,18,10,19,16,11,14,22,12,74,70,16,8
610,12.0833333333333,27,13,11,18,13,14,19,9,13,30,9,81,51,14,6
611,12.0833333333333,21,15,9,21,7,11,18,10,5,21,7,66,29,23,5
612,12.0833333333333,21,14,14,16,12,11,22,11,18,14,12,81,76,22,8
613,12.0833333333333,26,13,7,12,12,10,12,6,11,18,8,57,34,11,4
614,12.1666666666667,17,13,7,14,11,5,15,10,8,22,5,67,73,22,6
615,12.1666666666667,16,8,10,16,9,11,19,8,11,18,11,67,58,22,7
616,12.1666666666667,16,14,7,16,11,17,16,8,12,18,9,86,64,17,6
617,12.1666666666667,24,11,9,12,13,11,17,4,14,14,8,40,34,13,5
618,12.1666666666667,19,10,10,18,14,11,18,11,10,14,8,82,69,15,5
619,12.1666666666667,29,21,13,16,8,12,24,10,11,20,10,56,45,23,3
620,12.1666666666667,17,10,7,14,13,15,20,14,13,22,9,49,48,20,8
621,12.25,25,15,14,17,12,8,17,13,11,17,14,64,69,17,4
622,12.25,27,15,9,21,16,14,24,15,14,33,14,68,80,23,8
623,12.25,19,11,9,12,6,11,14,8,15,18,6,48,55,10,3
624,12.25,6,8,8,18,8,11,17,5,11,16,7,63,72,11,4
625,12.25,24,20,14,19,16,13,18,13,8,9,4,71,65,19,5
626,12.25,18,12,15,17,19,11,18,9,13,23,10,48,41,13,5
627,12.25,15,14,8,12,13,8,18,12,13,13,8,58,50,15,3
628,12.25,21,13,5,16,15,12,30,14,15,33,13,68,65,22,5
629,12.25,12,8,4,16,9,9,8,5,7,13,5,25,30,19,2
630,12.25,20,13,12,15,12,8,22,12,13,19,11,69,43,16,5
631,12.25,26,13,14,14,8,7,19,8,10,30,13,32,50,20,5
632,12.3333333333333,22,12,7,18,11,13,18,9,16,20,9,49,66,10,5
633,12.3333333333333,23,11,7,18,14,13,25,7,12,25,14,74,66,14,8
634,12.3333333333333,22,16,10,14,9,13,22,8,11,29,11,60,77,10,5
635,12.3333333333333,27,14,13,15,16,15,21,13,13,30,12,43,53,18,7
636,12.3333333333333,21,9,3,12,10,10,12,9,14,11,9,63,50,13,6
637,12.3333333333333,22,15,12,22,13,16,24,10,14,18,7,77,80,20,2
638,12.3333333333333,24,18,14,14,10,16,18,6,10,16,10,41,59,13,7
639,12.3333333333333,24,10,11,12,10,14,19,15,10,14,9,65,71,11,4
640,12.3333333333333,13,17,16,9,12,7,21,15,12,23,13,55,70,11,5
641,12.3333333333333,24,16,10,16,12,12,21,9,13,34,13,60,69,22,6
642,12.3333333333333,23,19,12,20,18,10,26,14,18,28,13,73,71,20,5
643,12.3333333333333,31,22,12,16,18,20,20,12,17,21,10,72,78,25,8
644,12.3333333333333,31,20,15,15,16,12,13,9,12,24,11,28,69,17,6
645,12.3333333333333,17,17,8,14,14,11,23,7,10,16,8,65,54,14,4
646,12.3333333333333,22,10,12,15,10,11,5,9,5,9,5,61,58,17,5
647,12.4166666666667,26,14,10,15,5,15,16,9,11,12,11,59,50,14,5
648,12.4166666666667,12,10,10,10,7,4,11,3,17,9,7,60,46,9,7
649,12.4166666666667,7,7,3,9,7,4,9,11,6,13,5,60,52,10,4
650,12.4166666666667,23,14,13,11,14,12,25,15,15,22,12,73,83,21,4
651,12.4166666666667,25,11,11,13,13,11,14,9,14,18,5,65,62,13,7
652,12.4166666666667,25,17,10,14,14,11,26,11,10,26,7,52,84,22,6
653,12.4166666666667,23,10,14,13,15,10,20,6,12,19,6,59,50,16,8
654,12.4166666666667,16,13,9,11,10,11,15,12,13,10,10,65,59,13,4
655,12.4166666666667,27,18,14,20,18,14,19,11,14,27,9,82,78,23,3
656,12.4166666666667,25,18,12,15,15,15,22,13,11,26,13,72,43,19,5
657,12.5,28,13,12,12,13,9,27,10,15,20,12,66,50,15,6
658,12.5,27,17,13,20,15,12,23,13,9,23,13,56,52,20,2
659,12.5,21,11,10,14,10,11,16,7,11,19,11,77,65,10,5
660,12.5,24,14,13,13,10,11,10,4,10,25,9,52,60,22,3
661,12.5,19,15,11,17,11,10,18,10,12,20,4,60,65,13,7
662,12.5,25,10,8,6,8,7,22,12,15,23,3,36,47,10,3
663,12.5,23,17,10,21,16,14,18,12,18,25,12,63,78,16,3
664,12.5,24,12,4,13,12,10,16,10,11,14,14,66,70,18,5
665,12.5833333333333,27,12,11,10,4,4,12,13,12,13,7,25,25,15,3
666,12.5833333333333,29,14,9,16,16,7,24,12,10,25,11,59,71,21,5
667,12.5833333333333,25,17,9,15,12,16,24,9,13,21,9,69,68,12,6
668,12.5833333333333,24,9,10,11,15,8,14,11,9,13,11,52,60,17,5
669,12.5833333333333,19,17,14,16,11,16,24,14,12,21,9,64,79,22,6
670,12.5833333333333,23,15,10,19,14,17,15,6,10,18,7,71,36,12,6
671,12.6666666666667,23,11,8,16,18,16,23,7,10,26,9,35,61,18,5
672,12.6666666666667,29,15,12,15,14,20,24,12,11,27,14,67,66,24,6
673,12.6666666666667,18,15,7,15,11,12,15,18,12,18,6,62,55,17,5
674,12.6666666666667,14,17,12,16,11,13,20,7,12,27,13,67,44,7,5
675,12.6666666666667,24,19,14,14,17,14,20,13,15,17,10,76,82,24,4
676,12.6666666666667,14,12,8,13,14,13,10,5,14,11,3,39,63,15,8
677,12.6666666666667,16,14,9,8,10,8,14,8,15,19,10,53,46,6,5
678,12.6666666666667,18,9,9,20,13,14,15,11,10,20,9,82,67,22,6
679,12.6666666666667,16,9,7,8,4,6,13,12,11,20,3,69,54,13,3
680,12.75,17,11,5,18,10,9,13,5,6,18,4,54,67,5,2
681,12.75,26,15,15,20,18,11,11,13,8,16,10,61,34,14,2
682,12.75,24,21,5,20,15,11,26,12,13,18,6,77,78,10,5
683,12.75,28,18,16,19,18,21,26,18,14,26,11,86,77,25,6
684,12.75,14,10,5,12,8,11,13,4,11,12,9,40,53,12,4
685,12.75,22,14,14,12,17,5,17,6,14,15,8,84,65,14,5
686,12.75,20,16,11,15,15,14,25,9,13,16,10,54,62,16,5
687,12.75,18,15,16,15,14,7,20,12,17,27,13,73,80,9,4
688,12.75,28,16,16,19,14,20,25,15,15,19,6,60,92,19,6
689,12.75,28,16,18,22,19,15,20,11,18,26,9,84,82,26,4
690,12.75,29,18,13,15,16,17,26,11,12,32,15,50,76,24,7
691,12.75,31,20,16,21,18,14,27,13,16,31,12,82,73,22,3
692,12.75,21,15,8,13,10,8,12,7,6,22,9,48,45,18,7
693,12.8333333333333,25,12,6,10,12,16,17,9,11,21,10,61,69,16,5
694,12.8333333333333,13,6,4,12,13,13,10,10,13,25,7,74,63,10,4
695,12.8333333333333,22,17,11,15,15,12,25,10,8,23,10,65,80,19,4
696,12.8333333333333,15,10,8,5,6,5,9,11,11,13,6,45,57,21,4
697,12.8333333333333,25,10,11,10,6,8,26,8,11,22,10,72,67,16,3
698,12.8333333333333,22,14,12,15,18,18,16,15,18,25,16,66,57,17,6
699,12.9166666666667,17,15,14,12,11,12,17,9,10,27,12,53,43,13,5
700,12.9166666666667,25,15,10,19,17,14,30,9,19,28,12,82,85,9,3
701,12.9166666666667,18,14,10,10,10,11,9,8,12,20,11,75,60,19,6
702,12.9166666666667,18,13,4,15,14,11,11,7,8,16,6,58,65,15,4
703,12.9166666666667,27,18,11,18,16,15,22,15,18,28,12,77,79,22,7
704,12.9166666666667,25,16,9,18,12,8,22,8,13,26,10,59,74,22,3
705,12.9166666666667,24,15,11,16,13,9,21,11,14,17,5,68,57,18,5
706,12.9166666666667,19,19,14,19,10,12,15,12,15,11,9,54,66,11,7
707,12.9166666666667,15,6,7,12,8,12,11,7,11,17,8,53,58,10,6
708,12.9166666666667,19,15,7,17,12,6,13,9,12,20,8,62,49,15,7
709,12.9166666666667,14,14,6,10,11,11,8,5,10,17,6,53,80,14,1
710,12.9166666666667,24,13,13,19,14,13,23,10,14,19,4,86,58,14,6
711,13,18,11,11,15,13,14,18,8,13,17,10,53,52,20,5
712,13,15,16,6,16,9,15,18,7,10,22,16,68,75,19,3
713,13,23,11,8,15,13,11,25,10,11,25,13,72,71,20,7
714,13,27,13,15,16,15,16,30,13,17,25,15,79,70,25,3
715,13,19,14,10,15,15,14,29,11,16,21,11,43,43,22,4
716,13,23,12,14,15,16,19,15,12,15,20,11,84,66,17,7
717,13,30,17,14,11,9,16,24,10,10,23,10,64,59,23,6
