task,age_band,age_band_label,age_lo_m,age_hi_m,age_ref_m,age_ref_y,grezzo,percentile,PP_prelim
DM,8;08-8;11,8anni;8mesi-8anni;11mesi,104,107,106,12.166666666666666,4,39.723333333333336,9
DM,8;08-8;11,8anni;8mesi-8anni;11mesi,104,107,106,12.166666666666666,5,54.89333333333333,11
DM,8;08-8;11,8anni;8mesi-8anni;11mesi,104,107,106,12.166666666666666,6,70.94,12
DM,8;08-8;11,8anni;8mesi-8anni;11mesi,104,107,106,12.166666666666666,7,85.72333333333333,14
DM,8;08-8;11,8anni;8mesi-8anni;11mesi,104,107,106,12.166666666666666,8,96.24666666666667,16
DM,9;00-9;03,9anni;0mesi-9anni;3mesi,108,111,110,12.166666666666666,0,1.9466666666666668,3
DM,9;00-9;03,9anni;0mesi-9anni;3mesi,108,111,110,12.166666666666666,1,7.33,4
DM,9;00-9;03,9anni;0mesi-9anni;3mesi,108,111,110,12.166666666666666,2,15.613333333333333,6
DM,9;00-9;03,9anni;0mesi-9anni;3mesi,108,111,110,12.166666666666666,3,26.473333333333333,8
DM,9;00-9;03,9anni;0mesi-9anni;3mesi,108,111,110,12.166666666666666,4,39.723333333333336,9
DM,9;00-9;03,9anni;0mesi-9anni;3mesi,108,111,110,12.166666666666666,5,54.89333333333333,11
DM,9;00-9;03,9anni;0mesi-9anni;3mesi,108,111,110,12.166666666666666,6,70.94,12
DM,9;00-9;03,9anni;0mesi-9anni;3mesi,108,111,110,12.166666666666666,7,85.72333333333333,14
DM,9;00-9;03,9anni;0mesi-9anni;3mesi,108,111,110,12.166666666666666,8,96.24666666666667,16
DM,9;04-9;07,9anni;4mesi-9anni;7mesi,112,115,114,12.166666666666666,0,1.9466666666666668,3
DM,9;04-9;07,9anni;4mesi-9anni;7mesi,112,115,114,12.166666666666666,1,7.33,4
DM,9;04-9;07,9anni;4mesi-9anni;7mesi,112,115,114,12.166666666666666,2,15.613333333333333,6
DM,9;04-9;07,9anni;4mesi-9anni;7mesi,112,115,114,12.166666666666666,3,26.473333333333333,8
DM,9;04-9;07,9anni;4mesi-9anni;7mesi,112,115,114,12.166666666666666,4,39.723333333333336,9
DM,9;04-9;07,9anni;4mesi-9anni;7mesi,112,115,114,12.166666666666666,5,54.89333333333333,11
DM,9;04-9;07,9anni;4mesi-9anni;7mesi,112,115,114,12.166666666666666,6,70.94,12
DM,9;04-9;07,9anni;4mesi-9anni;7mesi,112,115,114,12.166666666666666,7,85.72333333333333,14
DM,9;04-9;07,9anni;4mesi-9anni;7mesi,112,115,114,12.166666666666666,8,96.24666666666667,16
DM,9;08-9;11,9anni;8mesi-9anni;11mesi,116,119,118,12.166666666666666,0,1.9466666666666668,3
DM,9;08-9;11,9anni;8mesi-9anni;11mesi,116,119,118,12.166666666666666,1,7.33,4
DM,9;08-9;11,9anni;8mesi-9anni;11mesi,116,119,118,12.166666666666666,2,15.613333333333333,6
DM,9;08-9;11,9anni;8mesi-9anni;11mesi,116,119,118,12.166666666666666,3,26.473333333333333,8
DM,9;08-9;11,9anni;8mesi-9anni;11mesi,116,119,118,12.166666666666666,4,39.723333333333336,9
DM,9;08-9;11,9anni;8mesi-9anni;11mesi,116,119,118,12.166666666666666,5,54.89333333333333,11
DM,9;08-9;11,9anni;8mesi-9anni;11mesi,116,119,118,12.166666666666666,6,70.94,12
DM,9;08-9;11,9anni;8mesi-9anni;11mesi,116,119,118,12.166666666666666,7,85.72333333333333,14
DM,9;08-9;11,9anni;8mesi-9anni;11mesi,116,119,118,12.166666666666666,8,96.24666666666667,16
DM,10;00-10;05,10anni;0mesi-10anni;5mesi,120,125,122,12.166666666666666,0,1.9466666666666668,3
DM,10;00-10;05,10anni;0mesi-10anni;5mesi,120,125,122,12.166666666666666,1,7.33,4
DM,10;00-10;05,10anni;0mesi-10anni;5mesi,120,125,122,12.166666666666666,2,15.613333333333333,6
DM,10;00-10;05,10anni;0mesi-10anni;5mesi,120,125,122,12.166666666666666,3,26.473333333333333,8
DM,10;00-10;05,10anni;0mesi-10anni;5mesi,120,125,122,12.166666666666666,4,39.723333333333336,9
DM,10;00-10;05,10anni;0mesi-10anni;5mesi,120,125,122,12.166666666666666,5,54.89333333333333,11
DM,10;00-10;05,10anni;0mesi-10anni;5mesi,120,125,122,12.166666666666666,6,70.94,12
DM,10;00-10;05,10anni;0mesi-10anni;5mesi,120,125,122,12.166666666666666,7,85.72333333333333,14
DM,10;00-10;05,10anni;0mesi-10anni;5mesi,120,125,122,12.166666666666666,8,96.24666666666667,16
DM,10;06-10;11,10anni;6mesi-10anni;11mesi,126,131,128,12.166666666666666,0,1.9466666666666668,3
DM,10;06-10;11,10anni;6mesi-10anni;11mesi,126,131,128,12.166666666666666,1,7.33,4
DM,10;06-10;11,10anni;6mesi-10anni;11mesi,126,131,128,12.166666666666666,2,15.613333333333333,6
DM,10;06-10;11,10anni;6mesi-10anni;11mesi,126,131,128,12.166666666666666,3,26.473333333333333,8
DM,10;06-10;11,10anni;6mesi-10anni;11mesi,126,131,128,12.166666666666666,4,39.723333333333336,9
DM,10;06-10;11,10anni;6mesi-10anni;11mesi,126,131,128,12.166666666666666,5,54.89333333333333,11
DM,10;06-10;11,10anni;6mesi-10anni;11mesi,126,131,128,12.166666666666666,6,70.94,12
DM,10;06-10;11,10anni;6mesi-10anni;11mesi,126,131,128,12.166666666666666,7,85.72333333333333,14
DM,10;06-10;11,10anni;6mesi-10anni;11mesi,126,131,128,12.166666666666666,8,96.24666666666667,16
DM,11;00-11;05,11anni;0mesi-11anni;5mesi,132,137,134,12.166666666666666,0,1.9466666666666668,3
DM,11;00-11;05,11anni;0mesi-11anni;5mesi,132,137,134,12.166666666666666,1,7.33,4
DM,11;00-11;05,11anni;0mesi-11anni;5mesi,132,137,134,12.166666666666666,2,15.613333333333333,6
DM,11;00-11;05,11anni;0mesi-11anni;5mesi,132,137,134,12.166666666666666,3,26.473333333333333,8
DM,11;00-11;05,11anni;0mesi-11anni;5mesi,132,137,134,12.166666666666666,4,39.723333333333336,9
DM,11;00-11;05,11anni;0mesi-11anni;5mesi,132,137,134,12.166666666666666,5,54.89333333333333,11
DM,11;00-11;05,11anni;0mesi-11anni;5mesi,132,137,134,12.166666666666666,6,70.94,12
DM,11;00-11;05,11anni;0mesi-11anni;5mesi,132,137,134,12.166666666666666,7,85.72333333333333,14
DM,11;00-11;05,11anni;0mesi-11anni;5mesi,132,137,134,12.166666666666666,8,96.24666666666667,16
DM,11;06-11;11,11anni;6mesi-11anni;11mesi,138,143,140,12.166666666666666,0,1.9466666666666668,3
DM,11;06-11;11,11anni;6mesi-11anni;11mesi,138,143,140,12.166666666666666,1,7.33,4
DM,11;06-11;11,11anni;6mesi-11anni;11mesi,138,143,140,12.166666666666666,2,15.613333333333333,6
DM,11;06-11;11,11anni;6mesi-11anni;11mesi,138,143,140,12.166666666666666,3,26.473333333333333,8
DM,11;06-11;11,11anni;6mesi-11anni;11mesi,138,143,140,12.166666666666666,4,39.723333333333336,9
DM,11;06-11;11,11anni;6mesi-11anni;11mesi,138,143,140,12.166666666666666,5,54.89333333333333,11
DM,11;06-11;11,11anni;6mesi-11anni;11mesi,138,143,140,12.166666666666666,6,70.94,12
DM,11;06-11;11,11anni;6mesi-11anni;11mesi,138,143,140,12.166666666666666,7,85.72333333333333,14
DM,11;06-11;11,11anni;6mesi-11anni;11mesi,138,143,140,12.166666666666666,8,96.24666666666667,16
DM,12;00-12;05,12anni;0mesi-12anni;5mesi,144,149,146,12.166666666666666,0,1.9466666666666668,3
DM,12;00-12;05,12anni;0mesi-12anni;5mesi,144,149,146,12.166666666666666,1,7.33,4
DM,12;00-12;05,12anni;0mesi-12anni;5mesi,144,149,146,12.166666666666666,2,15.613333333333333,6
DM,12;00-12;05,12anni;0mesi-12anni;5mesi,144,149,146,12.166666666666666,3,26.473333333333333,8
DM,12;00-12;05,12anni;0mesi-12anni;5mesi,144,149,146,12.166666666666666,4,39.723333333333336,9
DM,12;00-12;05,12anni;0mesi-12anni;5mesi,144,149,146,12.166666666666666,5,54.89333333333333,11
DM,12;00-12;05,12anni;0mesi-12anni;5mesi,144,149,146,12.166666666666666,6,70.94,12
DM,12;00-12;05,12anni;0mesi-12anni;5mesi,144,149,146,12.166666666666666,7,85.72333333333333,14
DM,12;00-12;05,12anni;0mesi-12anni;5mesi,144,149,146,12.166666666666666,8,96.24666666666667,16
DM,12;06-12;11,12anni;6mesi-12anni;11mesi,150,155,152,12.166666666666666,0,1.9466666666666668,3
DM,12;06-12;11,12anni;6mesi-12anni;11mesi,150,155,152,12.166666666666666,1,7.33,4
DM,12;06-12;11,12anni;6mesi-12anni;11mesi,150,155,152,12.166666666666666,2,15.613333333333333,6
DM,12;06-12;11,12anni;6mesi-12anni;11mesi,150,155,152,12.166666666666666,3,26.473333333333333,8
DM,12;06-12;11,12anni;6mesi-12anni;11mesi,150,155,152,12.166666666666666,4,39.723333333333336,9
DM,12;06-12;11,12anni;6mesi-12anni;11mesi,150,155,152,12.166666666666666,5,54.89333333333333,11
DM,12;06-12;11,12anni;6mesi-12anni;11mesi,150,155,152,12.166666666666666,6,70.94,12
DM,12;06-12;11,12anni;6mesi-12anni;11mesi,150,155,152,12.166666666666666,7,85.72333333333333,14
DM,12;06-12;11,12anni;6mesi-12anni;11mesi,150,155,152,12.166666666666666,8,96.24666666666667,16
DM,13;00-13;05,13anni;0mesi-13anni;5mesi,156,161,158,12.166666666666666,0,1.9466666666666668,3
DM,13;00-13;05,13anni;0mesi-13anni;5mesi,156,161,158,12.166666666666666,1,7.33,4
DM,13;00-13;05,13anni;0mesi-13anni;5mesi,156,161,158,12.166666666666666,2,15.613333333333333,6
DM,13;00-13;05,13anni;0mesi-13anni;5mesi,156,161,158,12.166666666666666,3,26.473333333333333,8
DM,13;00-13;05,13anni;0mesi-13anni;5mesi,156,161,158,12.166666666666666,4,39.723333333333336,9
DM,13;00-13;05,13anni;0mesi-13anni;5mesi,156,161,158,12.166666666666666,5,54.89333333333333,11
DM,13;00-13;05,13anni;0mesi-13anni;5mesi,156,161,158,12.166666666666666,6,70.94,12
DM,13;00-13;05,13anni;0mesi-13anni;5mesi,156,161,158,12.166666666666666,7,85.72333333333333,14
DM,13;00-13;05,13anni;0mesi-13anni;5mesi,156,161,158,12.166666666666666,8,96.24666666666667,16
DM,13;06-13;11,13anni;6mesi-13anni;11mesi,162,167,164,12.166666666666666,0,1.9466666666666668,3
DM,13;06-13;11,13anni;6mesi-13anni;11mesi,162,167,164,12.166666666666666,1,7.33,4
DM,13;06-13;11,13anni;6mesi-13anni;11mesi,162,167,164,12.166666666666666,2,15.613333333333333,6
DM,13;06-13;11,13anni;6mesi-13anni;11mesi,162,167,164,12.166666666666666,3,26.473333333333333,8
DM,13;06-13;11,13anni;6mesi-13anni;11mesi,162,167,164,12.166666666666666,4,39.723333333333336,9
DM,13;06-13;11,13anni;6mesi-13anni;11mesi,162,167,164,12.166666666666666,5,54.89333333333333,11
DM,13;06-13;11,13anni;6mesi-13anni;11mesi,162,167,164,12.166666666666666,6,70.94,12
DM,13;06-13;11,13anni;6mesi-13anni;11mesi,162,167,164,12.166666666666666,7,85.72333333333333,14
DM,13;06-13;11,13anni;6mesi-13anni;11mesi,162,167,164,12.166666666666666,8,96.24666666666667,16
DM,14;00-14;05,14anni;0mesi-14anni;5mesi,168,173,170,12.166666666666666,0,1.9466666666666668,3
DM,14;00-14;05,14anni;0mesi-14anni;5mesi,168,173,170,12.166666666666666,1,7.33,4
DM,14;00-14;05,14anni;0mesi-14anni;5mesi,168,173,170,12.166666666666666,2,15.613333333333333,6
DM,14;00-14;05,14anni;0mesi-14anni;5mesi,168,173,170,12.166666666666666,3,26.473333333333333,8
DM,14;00-14;05,14anni;0mesi-14anni;5mesi,168,173,170,12.166666666666666,4,39.723333333333336,9
DM,14;00-14;05,14anni;0mesi-14anni;5mesi,168,173,170,12.166666666666666,5,54.89333333333333,11
DM,14;00-14;05,14anni;0mesi-14anni;5mesi,168,173,170,12.166666666666666,6,70.94,12
DM,14;00-14;05,14anni;0mesi-14anni;5mesi,168,173,170,12.166666666666666,7,85.72333333333333,14
DM,14;00-14;05,14anni;0mesi-14anni;5mesi,168,173,170,12.166666666666666,8,96.24666666666667,16
DM,14;06-14;11,14anni;6mesi-14anni;11mesi,174,179,176,12.166666666666666,0,1.9466666666666668,3
DM,14;06-14;11,14anni;6mesi-14anni;11mesi,174,179,176,12.166666666666666,1,7.33,4
DM,14;06-14;11,14anni;6mesi-14anni;11mesi,174,179,176,12.166666666666666,2,15.613333333333333,6
DM,14;06-14;11,14anni;6mesi-14anni;11mesi,174,179,176,12.166666666666666,3,26.473333333333333,8
DM,14;06-14;11,14anni;6mesi-14anni;11mesi,174,179,176,12.166666666666666,4,39.723333333333336,9
DM,14;06-14;11,14anni;6mesi-14anni;11mesi,174,179,176,12.166666666666666,5,54.89333333333333,11
DM,14;06-14;11,14anni;6mesi-14anni;11mesi,174,179,176,12.166666666666666,6,70.94,12
DM,14;06-14;11,14anni;6mesi-14anni;11mesi,174,179,176,12.166666666666666,7,85.72333333333333,14
DM,14;06-14;11,14anni;6mesi-14anni;11mesi,174,179,176,12.166666666666666,8,96.24666666666667,16
DM,15;00-15;05,15anni;0mesi-15anni;5mesi,180,185,182,12.166666666666666,0,1.9466666666666668,3
DM,15;00-15;05,15anni;0mesi-15anni;5mesi,180,185,182,12.166666666666666,1,7.33,4
DM,15;00-15;05,15anni;0mesi-15anni;5mesi,180,185,182,12.166666666666666,2,15.613333333333333,6
DM,15;00-15;05,15anni;0mesi-15anni;5mesi,180,185,182,12.166666666666666,3,26.473333333333333,8
DM,15;00-15;05,15anni;0mesi-15anni;5mesi,180,185,182,12.166666666666666,4,39.723333333333336,9
DM,15;00-15;05,15anni;0mesi-15anni;5mesi,180,185,182,12.166666666666666,5,54.89333333333333,11
DM,15;00-15;05,15anni;0mesi-15anni;5mesi,180,185,182,12.166666666666666,6,70.94,12
DM,15;00-15;05,15anni;0mesi-15anni;5mesi,180,185,182,12.166666666666666,7,85.72333333333333,14
DM,15;00-15;05,15anni;0mesi-15anni;5mesi,180,185,182,12.166666666666666,8,96.24666666666667,16
DM,15;06-15;11,15anni;6mesi-15anni;11mesi,186,191,188,12.166666666666666,0,1.9466666666666668,3
DM,15;06-15;11,15anni;6mesi-15anni;11mesi,186,191,188,12.166666666666666,1,7.33,4
DM,15;06-15;11,15anni;6mesi-15anni;11mesi,186,191,188,12.166666666666666,2,15.613333333333333,6
DM,15;06-15;11,15anni;6mesi-15anni;11mesi,186,191,188,12.166666666666666,3,26.473333333333333,8
DM,15;06-15;11,15anni;6mesi-15anni;11mesi,186,191,188,12.166666666666666,4,39.723333333333336,9
DM,15;06-15;11,15anni;6mesi-15anni;11mesi,186,191,188,12.166666666666666,5,54.89333333333333,11
DM,15;06-15;11,15anni;6mesi-15anni;11mesi,186,191,188,12.166666666666666,6,70.94,12
DM,15;06-15;11,15anni;6mesi-15anni;11mesi,186,191,188,12.166666666666666,7,85.72333333333333,14
DM,15;06-15;11,15anni;6mesi-15anni;11mesi,186,191,188,12.166666666666666,8,96.24666666666667,16
DM,16;00-16;11,16anni;0mesi-16anni;11mesi,192,203,198,12.166666666666666,0,1.9466666666666668,3
DM,16;00-16;11,16anni;0mesi-16anni;11mesi,192,203,198,12.166666666666666,1,7.33,4
DM,16;00-16;11,16anni;0mesi-16anni;11mesi,192,203,198,12.166666666666666,2,15.613333333333333,6
DM,16;00-16;11,16anni;0mesi-16anni;11mesi,192,203,198,12.166666666666666,3,26.473333333333333,8
DM,16;00-16;11,16anni;0mesi-16anni;11mesi,192,203,198,12.166666666666666,4,39.723333333333336,9
DM,16;00-16;11,16anni;0mesi-16anni;11mesi,192,203,198,12.166666666666666,5,54.89333333333333,11
DM,16;00-16;11,16anni;0mesi-16anni;11mesi,192,203,198,12.166666666666666,6,70.94,12
DM,16;00-16;11,16anni;0mesi-16anni;11mesi,192,203,198,12.166666666666666,7,85.72333333333333,14
DM,16;00-16;11,16anni;0mesi-16anni;11mesi,192,203,198,12.166666666666666,8,96.24666666666667,16
DM,17;00-17;11,17anni;0mesi-17anni;11mesi,204,215,210,12.166666666666666,0,1.9466666666666668,3
DM,17;00-17;11,17anni;0mesi-17anni;11mesi,204,215,210,12.166666666666666,1,7.33,4
DM,17;00-17;11,17anni;0mesi-17anni;11mesi,204,215,210,12.166666666666666,2,15.613333333333333,6
DM,17;00-17;11,17anni;0mesi-17anni;11mesi,204,215,210,12.166666666666666,3,26.473333333333333,8
DM,17;00-17;11,17anni;0mesi-17anni;11mesi,204,215,210,12.166666666666666,4,39.723333333333336,9
DM,17;00-17;11,17anni;0mesi-17anni;11mesi,204,215,210,12.166666666666666,5,54.89333333333333,11
DM,17;00-17;11,17anni;0mesi-17anni;11mesi,204,215,210,12.166666666666666,6,70.94,12
DM,17;00-17;11,17anni;0mesi-17anni;11mesi,204,215,210,12.166666666666666,7,85.72333333333333,14
DM,17;00-17;11,17anni;0mesi-17anni;11mesi,204,215,210,12.166666666666666,8,96.24666666666667,16
DM,18;00-18;11,18anni;0mesi-18anni;11mesi,216,227,222,12.166666666666666,0,1.9466666666666668,3
DM,18;00-18;11,18anni;0mesi-18anni;11mesi,216,227,222,12.166666666666666,1,7.33,4
DM,18;00-18;11,18anni;0mesi-18anni;11mesi,216,227,222,12.166666666666666,2,15.613333333333333,6
DM,18;00-18;11,18anni;0mesi-18anni;11mesi,216,227,222,12.166666666666666,3,26.473333333333333,8
DM,18;00-18;11,18anni;0mesi-18anni;11mesi,216,227,222,12.166666666666666,4,39.723333333333336,9
DM,18;00-18;11,18anni;0mesi-18anni;11mesi,216,227,222,12.166666666666666,5,54.89333333333333,11
DM,18;00-18;11,18anni;0mesi-18anni;11mesi,216,227,222,12.166666666666666,6,70.94,12
DM,18;00-18;11,18anni;0mesi-18anni;11mesi,216,227,222,12.166666666666666,7,85.72333333333333,14
DM,18;00-18;11,18anni;0mesi-18anni;11mesi,216,227,222,12.166666666666666,8,96.24666666666667,16
DM,19;00-19;11,19anni;0mesi-19anni;11mesi,228,239,234,12.166666666666666,0,1.9466666666666668,3
DM,19;00-19;11,19anni;0mesi-19anni;11mesi,228,239,234,12.166666666666666,1,7.33,4
DM,19;00-19;11,19anni;0mesi-19anni;11mesi,228,239,234,12.166666666666666,2,15.613333333333333,6
DM,19;00-19;11,19anni;0mesi-19anni;11mesi,228,239,234,12.166666666666666,3,26.473333333333333,8
DM,19;00-19;11,19anni;0mesi-19anni;11mesi,228,239,234,12.166666666666666,4,39.723333333333336,9
DM,19;00-19;11,19anni;0mesi-19anni;11mesi,228,239,234,12.166666666666666,5,54.89333333333333,11
DM,19;00-19;11,19anni;0mesi-19anni;11mesi,228,239,234,12.166666666666666,6,70.94,12
DM,19;00-19;11,19anni;0mesi-19anni;11mesi,228,239,234,12.166666666666666,7,85.72333333333333,14
DM,19;00-19;11,19anni;0mesi-19anni;11mesi,228,239,234,12.166666666666666,8,96.24666666666667,16
DM,20;00-20;11,20anni;0mesi-20anni;11mesi,240,251,246,12.166666666666666,0,1.9466666666666668,3
DM,20;00-20;11,20anni;0mesi-20anni;11mesi,240,251,246,12.166666666666666,1,7.33,4
DM,20;00-20;11,20anni;0mesi-20anni;11mesi,240,251,246,12.166666666666666,2,15.613333333333333,6
DM,20;00-20;11,20anni;0mesi-20anni;11mesi,240,251,246,12.166666666666666,3,26.473333333333333,8
DM,20;00-20;11,20anni;0mesi-20anni;11mesi,240,251,246,12.166666666666666,4,39.723333333333336,9
DM,20;00-20;11,20anni;0mesi-20anni;11mesi,240,251,246,12.166666666666666,5,54.89333333333333,11
DM,20;00-20;11,20anni;0mesi-20anni;11mesi,240,251,246,12.166666666666666,6,70.94,12
DM,20;00-20;11,20anni;0mesi-20anni;11mesi,240,251,246,12.166666666666666,7,85.72333333333333,14
DM,20;00-20;11,20anni;0mesi-20anni;11mesi,240,251,246,12.166666666666666,8,96.24666666666667,16
DM,21;00-21;11,21anni;0mesi-21anni;11mesi,252,263,258,12.166666666666666,0,1.9466666666666668,3
DM,21;00-21;11,21anni;0mesi-21anni;11mesi,252,263,258,12.166666666666666,1,7.33,4
DM,21;00-21;11,21anni;0mesi-21anni;11mesi,252,263,258,12.166666666666666,2,15.613333333333333,6
DM,21;00-21;11,21anni;0mesi-21anni;11mesi,252,263,258,12.166666666666666,3,26.473333333333333,8
DM,21;00-21;11,21anni;0mesi-21anni;11mesi,252,263,258,12.166666666666666,4,39.723333333333336,9
DM,21;00-21;11,21anni;0mesi-21anni;11mesi,252,263,258,12.166666666666666,5,54.89333333333333,11
DM,21;00-21;11,21anni;0mesi-21anni;11mesi,252,263,258,12.166666666666666,6,70.94,12
DM,21;00-21;11,21anni;0mesi-21anni;11mesi,252,263,258,12.166666666666666,7,85.72333333333333,14
DM,21;00-21;11,21anni;0mesi-21anni;11mesi,252,263,258,12.166666666666666,8,96.24666666666667,16
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,0,0.19333333333333333,1
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,1,0.5766666666666667,2
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,2,1.32,2
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,3,2.4266666666666667,2
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,4,3.8966666666666665,3
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,5,5.723333333333334,3
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,6,7.873333333333333,4
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,7,10.343333333333334,4
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,8,13.1,5
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,9,16.10333333333333,5
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,10,19.403333333333332,6
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,11,22.916666666666668,7
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,12,26.673333333333332,7
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,13,30.66,8
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,14,34.87,8
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,15,39.306666666666665,9
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,16,43.95,9
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,17,48.78333333333333,10
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,18,53.78333333333333,11
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,19,58.903333333333336,11
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,20,64.08666666666667,12
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,21,69.23666666666666,12
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,22,74.29666666666667,13
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,23,79.14,13
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,24,83.67,14
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,25,87.74333333333334,15
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,26,91.28666666666666,15
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,27,94.22333333333333,16
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,28,96.49333333333334,17
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,29,98.11,17
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,30,99.14333333333333,18
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,31,99.68666666666667,18
MO,6;00-6;03,6anni;0mesi-6anni;3mesi,72,75,74,12.166666666666666,32,99.88666666666667,19
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,0,0.19333333333333333,1
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,1,0.5766666666666667,2
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,2,1.32,2
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,3,2.4266666666666667,2
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,4,3.8966666666666665,3
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,5,5.723333333333334,3
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,6,7.873333333333333,4
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,7,10.343333333333334,4
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,8,13.1,5
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,9,16.10333333333333,5
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,10,19.403333333333332,6
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,11,22.916666666666668,7
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,12,26.673333333333332,7
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,13,30.66,8
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,14,34.87,8
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,15,39.306666666666665,9
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,16,43.95,9
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,17,48.78333333333333,10
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,18,53.78333333333333,11
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,19,58.903333333333336,11
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,20,64.08666666666667,12
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,21,69.23666666666666,12
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,22,74.29666666666667,13
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,23,79.14,13
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,24,83.67,14
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,25,87.74333333333334,15
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,26,91.28666666666666,15
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,27,94.22333333333333,16
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,28,96.49333333333334,17
MO,6;04-6;07,6anni;4mesi-6anni;7mesi,76,79,78,12.166666666666666,29,98.11,17
